age,attrition,businesstravel,department,distancefromhome,education,educationfield,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager
millennial,no,travel_rarely,research & development,2.0- 7.0,4,life sciences,1,female,3,3,research director,2,single,9860.0- 19999.0,0,no,10.999- 12.0,3,3,0,ten_twenty,4,3,ten_twenty,10-Jun,0-2,11+
gen_z,no,travel_rarely,research & development,14.0- 29.0,2,life sciences,3,male,3,1,research scientist,4,single,1008.999- 2695.8,1,no,13.0- 15.0,3,4,0,first_job,6,3,first_job,0-2,0-2,0-2
millennial,yes,travel_rarely,research & development,2.0- 7.0,1,medical,2,male,3,1,research scientist,1,single,2695.8- 4228.8,2,no,10.999- 12.0,3,3,0,five_ten,2,3,early_career,0-2,0-2,5-Mar
gen_x,no,travel_rarely,research & development,2.0- 7.0,3,other,3,female,3,5,manager,3,divorced,9860.0- 19999.0,4,no,10.999- 12.0,3,4,1,twenty_forty,3,2,ten_twenty,11+,5-Mar,10-Jun
millennial,yes,travel_frequently,research & development,14.0- 29.0,1,life sciences,2,female,1,1,research scientist,1,single,2695.8- 4228.8,1,yes,19.0- 25.0,4,2,0,five_ten,5,3,five_ten,0-2,10-Jun,10-Jun
gen_x,no,travel_rarely,sales,7.0- 14.0,4,marketing,3,male,3,2,sales executive,2,married,5743.4- 9860.0,0,no,10.999- 12.0,3,4,1,five_ten,2,3,five_ten,10-Jun,5-Mar,0-2
gen_x,no,travel_rarely,research & development,2.0- 7.0,4,medical,1,female,2,3,healthcare representative,4,married,9860.0- 19999.0,3,no,13.0- 15.0,3,4,1,twenty_forty,4,3,twenty_forty,10-Jun,5-Mar,11+
gen_x,no,travel_rarely,sales,0.999- 2.0,4,marketing,2,female,3,5,manager,1,single,9860.0- 19999.0,3,no,10.999- 12.0,3,4,0,twenty_forty,2,2,first_job,0-2,0-2,0-2
millennial,no,travel_rarely,research & development,0.999- 2.0,3,medical,3,male,3,1,laboratory technician,4,single,1008.999- 2695.8,4,no,10.999- 12.0,3,4,0,five_ten,3,3,first_job,0-2,0-2,0-2
gen_x,no,travel_rarely,research & development,7.0- 14.0,4,other,4,male,3,2,healthcare representative,4,married,5743.4- 9860.0,2,yes,12.0- 13.0,3,4,0,five_ten,5,4,early_career,0-2,0-2,5-Mar
millennial,no,travel_rarely,research & development,7.0- 14.0,2,medical,4,male,2,1,laboratory technician,3,single,1008.999- 2695.8,1,no,12.0- 13.0,3,1,0,five_ten,5,3,five_ten,0-2,0-2,10-Jun
millennial,yes,travel_rarely,sales,2.0- 7.0,3,technical degree,4,male,3,2,sales representative,4,married,1008.999- 2695.8,3,no,13.0- 15.0,3,3,1,ten_twenty,6,4,first_job,0-2,0-2,0-2
gen_z,yes,travel_rarely,research & development,0.999- 2.0,3,medical,2,male,3,1,research scientist,4,married,1008.999- 2695.8,2,yes,15.0- 19.0,3,1,1,five_ten,2,2,first_job,0-2,0-2,0-2
gen_x,no,travel_rarely,research & development,0.999- 2.0,2,medical,4,female,4,1,research scientist,3,divorced,1008.999- 2695.8,1,no,10.999- 12.0,3,4,2,five_ten,3,2,early_career,5-Mar,0-2,5-Mar
gen_x,yes,travel_rarely,sales,2.0- 7.0,2,marketing,1,male,2,1,sales representative,3,married,1008.999- 2695.8,1,yes,13.0- 15.0,3,3,0,early_career,2,3,early_career,0-2,0-2,0-2
millennial,no,travel_rarely,sales,0.999- 2.0,3,marketing,4,female,3,1,sales representative,4,married,1008.999- 2695.8,1,no,12.0- 13.0,3,1,0,first_job,3,3,first_job,0-2,0-2,0-2
millennial,no,travel_rarely,research & development,2.0- 7.0,4,life sciences,2,female,2,1,research scientist,1,married,2695.8- 4228.8,9,yes,13.0- 15.0,3,4,1,five_ten,3,4,first_job,0-2,0-2,0-2
millennial,no,travel_frequently,sales,0.999- 2.0,3,life sciences,3,female,4,2,sales executive,1,married,4228.8- 5743.4,2,no,15.0- 19.0,3,1,2,five_ten,3,3,early_career,5-Mar,0-2,5-Mar
millennial,no,travel_rarely,research & development,2.0- 7.0,2,other,3,male,3,1,laboratory technician,4,divorced,1008.999- 2695.8,1,no,10.999- 12.0,3,3,1,first_job,3,3,first_job,0-2,0-2,0-2
millennial,no,travel_rarely,research & development,0.999- 2.0,4,life sciences,4,female,3,1,laboratory technician,1,divorced,1008.999- 2695.8,1,no,12.0- 13.0,3,4,1,first_job,6,3,first_job,0-2,0-2,0-2
millennial,yes,travel_rarely,research & development,14.0- 29.0,3,life sciences,1,male,1,1,laboratory technician,3,single,1008.999- 2695.8,1,no,10.999- 12.0,3,3,0,first_job,2,2,first_job,0-2,0-2,0-2
millennial,no,travel_frequently,sales,7.0- 14.0,3,life sciences,4,male,3,3,sales executive,3,single,5743.4- 9860.0,1,no,13.0- 15.0,3,4,0,five_ten,0,3,five_ten,10-Jun,0-2,10-Jun
millennial,no,travel_frequently,research & development,0.999- 2.0,2,medical,3,female,3,2,laboratory technician,4,single,2695.8- 4228.8,1,no,19.0- 25.0,4,4,0,ten_twenty,2,3,ten_twenty,10-Jun,5-Mar,10-Jun
millennial,yes,travel_rarely,research & development,7.0- 14.0,3,technical degree,2,female,3,5,research director,3,married,9860.0- 19999.0,1,no,10.999- 12.0,3,4,0,twenty_forty,0,3,twenty_forty,11+,11+,10-Jun
millennial,no,non-travel,sales,14.0- 29.0,4,marketing,2,male,3,2,sales executive,3,single,4228.8- 5743.4,0,no,19.0- 25.0,4,3,0,five_ten,2,3,five_ten,5-Mar,10-Jun,10-Jun
millennial,no,travel_rarely,research & development,14.0- 29.0,2,life sciences,2,male,3,1,research scientist,2,married,2695.8- 4228.8,4,no,19.0- 25.0,4,1,0,five_ten,1,3,first_job,0-2,0-2,0-2
gen_x,no,travel_frequently,sales,2.0- 7.0,4,marketing,1,male,3,2,sales executive,4,single,5743.4- 9860.0,4,yes,19.0- 25.0,4,3,0,ten_twenty,4,3,five_ten,10-Jun,0-2,10-Jun
millennial,no,travel_rarely,research & development,7.0- 14.0,1,life sciences,4,male,4,1,laboratory technician,4,married,1008.999- 2695.8,1,no,15.0- 19.0,3,4,0,first_job,2,3,first_job,0-2,0-2,0-2
gen_x,yes,travel_rarely,research & development,0.999- 2.0,2,life sciences,1,male,2,3,laboratory technician,3,single,4228.8- 5743.4,9,yes,12.0- 13.0,3,4,0,twenty_forty,2,3,first_job,0-2,0-2,0-2
millennial,yes,travel_rarely,research & development,2.0- 7.0,4,technical degree,3,male,3,1,laboratory technician,3,single,2695.8- 4228.8,1,yes,12.0- 13.0,3,3,0,first_job,3,2,first_job,0-2,0-2,0-2
gen_x,no,travel_rarely,sales,0.999- 2.0,5,marketing,2,female,3,2,sales executive,1,divorced,4228.8- 5743.4,5,yes,19.0- 25.0,4,3,1,five_ten,2,2,early_career,5-Mar,0-2,5-Mar
millennial,no,non-travel,research & development,7.0- 14.0,2,medical,3,male,2,3,healthcare representative,1,married,9860.0- 19999.0,2,yes,12.0- 13.0,3,3,1,five_ten,3,3,early_career,0-2,0-2,5-Mar
millennial,no,travel_rarely,sales,14.0- 29.0,3,marketing,3,female,2,2,sales executive,4,married,2695.8- 4228.8,7,yes,15.0- 19.0,3,3,1,early_career,2,2,first_job,0-2,0-2,0-2
millennial,no,travel_frequently,research & development,0.999- 2.0,2,life sciences,1,female,3,3,research director,4,single,9860.0- 19999.0,1,yes,10.999- 12.0,3,3,0,ten_twenty,1,3,ten_twenty,11+,10-Jun,11+
millennial,no,travel_frequently,sales,14.0- 29.0,5,life sciences,2,male,3,3,sales executive,1,married,5743.4- 9860.0,1,no,19.0- 25.0,4,4,1,five_ten,3,2,five_ten,10-Jun,0-2,10-Jun
millennial,no,travel_rarely,research & development,14.0- 29.0,4,medical,3,female,3,1,laboratory technician,1,married,2695.8- 4228.8,3,yes,13.0- 15.0,3,3,1,early_career,3,3,first_job,0-2,0-2,0-2
millennial,no,travel_rarely,research & development,2.0- 7.0,4,life sciences,4,male,3,2,laboratory technician,4,divorced,5743.4- 9860.0,3,no,19.0- 25.0,4,4,1,five_ten,3,2,five_ten,10-Jun,0-2,10-Jun
millennial,no,travel_rarely,research & development,0.999- 2.0,4,life sciences,1,male,2,2,manufacturing director,3,divorced,5743.4- 9860.0,1,no,15.0- 19.0,3,3,1,five_ten,2,4,five_ten,5-Mar,0-2,10-Jun
millennial,no,travel_rarely,research & development,0.999- 2.0,3,medical,1,male,3,2,manufacturing director,4,married,5743.4- 9860.0,1,yes,19.0- 25.0,4,2,1,five_ten,3,3,five_ten,10-Jun,10-Jun,10-Jun
millennial,no,travel_frequently,research & development,14.0- 29.0,5,life sciences,4,female,3,2,laboratory technician,4,single,1008.999- 2695.8,1,no,10.999- 12.0,3,4,0,five_ten,2,3,five_ten,5-Mar,10-Jun,10-Jun
gen_x,no,travel_rarely,research & development,2.0- 7.0,2,medical,2,female,2,5,research director,3,divorced,9860.0- 19999.0,5,yes,10.999- 12.0,3,4,1,twenty_forty,2,2,twenty_forty,5-Mar,11+,10-Jun
boomer,no,travel_rarely,sales,14.0- 29.0,3,life sciences,1,female,3,3,sales executive,1,single,5743.4- 9860.0,7,no,10.999- 12.0,3,4,0,twenty_forty,3,2,twenty_forty,11+,10-Jun,10-Jun
millennial,no,travel_rarely,research & development,7.0- 14.0,3,technical degree,3,female,3,3,healthcare representative,3,divorced,9860.0- 19999.0,1,no,12.0- 13.0,3,2,3,ten_twenty,2,3,ten_twenty,11+,11+,10-Jun
gen_x,no,travel_rarely,research & development,7.0- 14.0,3,medical,4,female,3,4,manager,3,divorced,9860.0- 19999.0,2,yes,13.0- 15.0,3,3,3,twenty_forty,2,3,early_career,0-2,0-2,0-2
millennial,no,travel_frequently,research & development,7.0- 14.0,3,life sciences,2,male,2,2,manufacturing director,2,single,5743.4- 9860.0,1,no,12.0- 13.0,3,3,0,five_ten,3,3,five_ten,5-Mar,0-2,5-Mar
gen_x,no,travel_rarely,research & development,2.0- 7.0,3,life sciences,2,male,3,3,research scientist,1,divorced,5743.4- 9860.0,2,no,15.0- 19.0,3,3,1,twenty_forty,2,3,first_job,0-2,0-2,0-2
millennial,no,travel_frequently,research & development,0.999- 2.0,3,medical,2,male,3,1,research scientist,1,married,1008.999- 2695.8,4,no,12.0- 13.0,3,4,1,early_career,2,2,early_career,0-2,0-2,0-2
millennial,yes,travel_rarely,research & development,7.0- 14.0,3,medical,4,male,2,1,research scientist,3,married,2695.8- 4228.8,0,yes,15.0- 19.0,3,1,1,first_job,0,2,first_job,0-2,0-2,0-2
boomer,no,travel_frequently,sales,0.999- 2.0,1,life sciences,1,female,2,2,sales executive,3,single,4228.8- 5743.4,7,no,10.999- 12.0,3,4,0,ten_twenty,2,2,early_career,5-Mar,0-2,5-Mar
millennial,no,travel_rarely,research & development,0.999- 2.0,3,life sciences,3,male,3,1,research scientist,2,married,2695.8- 4228.8,0,no,19.0- 25.0,4,4,1,five_ten,3,3,early_career,5-Mar,0-2,5-Mar
millennial,no,travel_rarely,research & development,0.999- 2.0,4,medical,3,male,3,1,research scientist,2,single,1008.999- 2695.8,1,no,15.0- 19.0,3,2,0,first_job,4,3,first_job,0-2,0-2,0-2
millennial,no,travel_rarely,research & development,0.999- 2.0,3,life sciences,2,male,3,2,research scientist,2,married,5743.4- 9860.0,1,no,15.0- 19.0,3,2,2,five_ten,3,3,five_ten,5-Mar,0-2,10-Jun
millennial,no,travel_rarely,research & development,2.0- 7.0,3,life sciences,2,female,4,1,laboratory technician,4,married,2695.8- 4228.8,3,no,10.999- 12.0,3,2,0,early_career,3,3,first_job,0-2,0-2,0-2
millennial,no,travel_rarely,research & development,7.0- 14.0,4,life sciences,3,female,3,2,manufacturing director,4,single,4228.8- 5743.4,1,no,19.0- 25.0,4,4,0,ten_twenty,2,3,ten_twenty,10-Jun,0-2,10-Jun
millennial,no,travel_rarely,sales,0.999- 2.0,4,marketing,3,male,2,2,sales executive,1,single,4228.8- 5743.4,0,no,13.0- 15.0,3,2,0,ten_twenty,2,3,ten_twenty,11+,0-2,10-Jun
gen_x,no,travel_rarely,research & development,2.0- 7.0,4,other,4,male,3,3,research director,1,married,9860.0- 19999.0,4,yes,13.0- 15.0,3,2,0,ten_twenty,3,4,first_job,0-2,0-2,0-2
millennial,no,travel_rarely,research & development,2.0- 7.0,4,medical,1,male,3,3,research director,3,single,9860.0- 19999.0,4,no,12.0- 13.0,3,1,0,ten_twenty,3,4,early_career,0-2,0-2,0-2
gen_x,no,travel_rarely,human resources,2.0- 7.0,2,medical,2,male,3,2,human resources,2,divorced,4228.8- 5743.4,8,yes,19.0- 25.0,4,4,1,ten_twenty,2,3,early_career,0-2,0-2,0-2
millennial,no,travel_rarely,research & development,0.999- 2.0,1,life sciences,4,male,2,2,laboratory technician,4,married,4228.8- 5743.4,1,yes,10.999- 12.0,3,3,2,five_ten,1,2,five_ten,10-Jun,5-Mar,0-2
millennial,no,travel_rarely,research & development,0.999- 2.0,3,medical,2,male,2,1,research scientist,3,single,2695.8- 4228.8,1,no,15.0- 19.0,3,1,0,five_ten,3,3,five_ten,5-Mar,0-2,5-Mar
gen_x,no,travel_rarely,sales,0.999- 2.0,2,life sciences,1,male,3,3,sales executive,4,married,9860.0- 19999.0,3,no,13.0- 15.0,3,4,1,twenty_forty,4,3,first_job,0-2,0-2,0-2
millennial,no,non-travel,research & development,2.0- 7.0,3,medical,2,female,1,2,research scientist,4,divorced,4228.8- 5743.4,7,yes,10.999- 12.0,3,4,3,ten_twenty,3,3,ten_twenty,11+,0-2,10-Jun
millennial,no,travel_rarely,research & development,0.999- 2.0,2,medical,1,male,3,2,manufacturing director,2,married,4228.8- 5743.4,1,no,13.0- 15.0,3,3,0,early_career,2,3,early_career,0-2,0-2,5-Mar
gen_x,no,travel_rarely,research & development,2.0- 7.0,3,life sciences,4,male,1,3,manufacturing director,4,single,5743.4- 9860.0,4,no,10.999- 12.0,3,1,0,twenty_forty,3,2,five_ten,5-Mar,0-2,0-2
gen_z,no,travel_rarely,sales,0.999- 2.0,1,technical degree,3,male,3,1,sales representative,1,divorced,1008.999- 2695.8,3,no,12.0- 13.0,3,3,1,early_career,3,3,first_job,0-2,0-2,0-2
gen_x,no,travel_rarely,research & development,7.0- 14.0,4,life sciences,4,male,3,1,laboratory technician,4,married,1008.999- 2695.8,3,no,19.0- 25.0,4,2,2,five_ten,4,3,early_career,0-2,0-2,5-Mar
millennial,no,travel_rarely,research & development,0.999- 2.0,3,life sciences,3,male,2,2,healthcare representative,4,married,2695.8- 4228.8,1,no,15.0- 19.0,3,1,3,ten_twenty,3,3,ten_twenty,10-Jun,10-Jun,10-Jun
gen_x,yes,travel_rarely,sales,7.0- 14.0,2,medical,3,male,2,3,sales executive,4,single,5743.4- 9860.0,1,no,15.0- 19.0,3,4,0,five_ten,3,3,five_ten,10-Jun,5-Mar,10-Jun
millennial,no,travel_frequently,research & development,0.999- 2.0,4,life sciences,3,male,2,4,healthcare representative,2,married,9860.0- 19999.0,1,no,19.0- 25.0,4,4,1,twenty_forty,3,2,twenty_forty,5-Mar,11+,11+
gen_x,no,travel_rarely,sales,14.0- 29.0,4,marketing,3,male,3,2,sales executive,4,single,4228.8- 5743.4,0,yes,19.0- 25.0,4,4,0,ten_twenty,2,1,five_ten,10-Jun,0-2,0-2
millennial,no,travel_rarely,sales,2.0- 7.0,2,medical,3,female,2,2,sales executive,2,divorced,4228.8- 5743.4,1,yes,10.999- 12.0,3,2,3,ten_twenty,4,2,ten_twenty,10-Jun,0-2,10-Jun
gen_x,no,travel_frequently,research & development,0.999- 2.0,3,medical,3,male,2,3,healthcare representative,1,married,9860.0- 19999.0,2,yes,12.0- 13.0,3,3,1,twenty_forty,5,2,five_ten,10-Jun,10-Jun,5-Mar
millennial,no,travel_rarely,sales,2.0- 7.0,4,medical,2,male,3,2,sales executive,3,single,4228.8- 5743.4,1,no,15.0- 19.0,3,1,0,ten_twenty,0,3,ten_twenty,10-Jun,5-Mar,10-Jun
gen_x,no,travel_rarely,research & development,0.999- 2.0,4,technical degree,1,female,3,3,research director,3,married,9860.0- 19999.0,9,no,10.999- 12.0,3,1,1,ten_twenty,5,1,early_career,5-Mar,0-2,5-Mar
gen_z,no,travel_rarely,sales,2.0- 7.0,2,other,1,female,3,2,sales executive,3,married,4228.8- 5743.4,0,no,19.0- 25.0,4,1,1,early_career,2,2,early_career,0-2,0-2,0-2
millennial,no,non-travel,sales,2.0- 7.0,3,medical,2,male,3,2,sales executive,3,married,2695.8- 4228.8,1,no,13.0- 15.0,3,2,0,early_career,3,4,early_career,5-Mar,0-2,5-Mar
boomer,no,travel_rarely,sales,7.0- 14.0,4,medical,4,male,3,4,sales executive,3,single,9860.0- 19999.0,0,no,12.0- 13.0,3,3,0,twenty_forty,1,2,twenty_forty,10-Jun,0-2,10-Jun
gen_x,no,non-travel,research & development,14.0- 29.0,3,medical,2,male,3,2,laboratory technician,2,married,1008.999- 2695.8,4,no,10.999- 12.0,3,3,1,ten_twenty,3,4,early_career,0-2,0-2,0-2
millennial,yes,travel_rarely,human resources,2.0- 7.0,4,human resources,3,male,3,1,human resources,1,divorced,1008.999- 2695.8,4,yes,19.0- 25.0,4,4,0,five_ten,3,3,early_career,0-2,0-2,0-2
millennial,no,travel_rarely,research & development,0.999- 2.0,1,life sciences,4,male,3,1,research scientist,1,single,2695.8- 4228.8,1,no,12.0- 13.0,3,4,0,first_job,2,3,first_job,0-2,0-2,0-2
gen_z,yes,travel_frequently,research & development,2.0- 7.0,3,life sciences,4,female,2,1,laboratory technician,4,single,2695.8- 4228.8,1,yes,15.0- 19.0,3,2,0,first_job,5,3,first_job,0-2,0-2,0-2
millennial,no,travel_rarely,research & development,2.0- 7.0,4,other,1,female,3,2,research scientist,3,single,4228.8- 5743.4,1,no,13.0- 15.0,3,3,0,ten_twenty,3,3,ten_twenty,11+,0-2,10-Jun
millennial,no,non-travel,research & development,0.999- 2.0,2,life sciences,3,male,2,2,healthcare representative,4,divorced,4228.8- 5743.4,5,no,13.0- 15.0,3,4,1,ten_twenty,2,4,first_job,0-2,0-2,0-2
boomer,no,non-travel,human resources,0.999- 2.0,4,human resources,3,female,2,5,manager,4,married,9860.0- 19999.0,9,no,19.0- 25.0,4,4,1,twenty_forty,3,3,early_career,0-2,0-2,0-2
gen_x,no,travel_frequently,research & development,0.999- 2.0,3,life sciences,1,female,3,5,research director,2,married,9860.0- 19999.0,3,yes,15.0- 19.0,3,1,0,twenty_forty,1,2,five_ten,5-Mar,0-2,10-Jun
gen_z,yes,travel_rarely,sales,2.0- 7.0,3,marketing,3,male,2,2,sales executive,3,single,5743.4- 9860.0,1,yes,10.999- 12.0,3,4,0,five_ten,1,3,five_ten,5-Mar,0-2,5-Mar
gen_z,no,travel_rarely,research & development,2.0- 7.0,1,medical,4,male,2,1,research scientist,4,married,2695.8- 4228.8,1,no,10.999- 12.0,3,3,2,first_job,2,3,first_job,0-2,0-2,0-2
gen_z,no,travel_rarely,research & development,14.0- 29.0,3,medical,2,female,3,1,laboratory technician,4,single,2695.8- 4228.8,1,no,13.0- 15.0,3,3,0,first_job,5,3,first_job,0-2,0-2,0-2
gen_x,no,travel_frequently,research & development,0.999- 2.0,4,medical,1,female,2,3,healthcare representative,1,single,5743.4- 9860.0,3,no,19.0- 25.0,4,3,0,twenty_forty,1,2,ten_twenty,11+,11+,10-Jun
millennial,yes,travel_frequently,research & development,2.0- 7.0,3,life sciences,1,male,1,2,laboratory technician,3,single,5743.4- 9860.0,1,yes,19.0- 25.0,4,4,0,five_ten,3,3,five_ten,10-Jun,0-2,10-Jun
gen_x,no,non-travel,human resources,14.0- 29.0,3,human resources,4,female,4,4,manager,4,single,9860.0- 19999.0,2,yes,10.999- 12.0,3,3,0,twenty_forty,3,3,early_career,5-Mar,5-Mar,5-Mar
gen_z,no,travel_rarely,research & development,14.0- 29.0,1,life sciences,2,male,3,1,laboratory technician,3,married,2695.8- 4228.8,0,no,10.999- 12.0,3,3,1,five_ten,2,3,early_career,5-Mar,0-2,0-2
millennial,no,travel_rarely,research & development,2.0- 7.0,4,life sciences,3,female,2,2,research scientist,2,divorced,4228.8- 5743.4,6,no,13.0- 15.0,3,3,1,ten_twenty,3,3,first_job,0-2,0-2,0-2
millennial,no,travel_rarely,sales,2.0- 7.0,3,life sciences,3,male,3,3,sales executive,4,single,5743.4- 9860.0,2,no,10.999- 12.0,3,1,0,ten_twenty,3,3,early_career,5-Mar,0-2,5-Mar
millennial,no,travel_rarely,research & development,2.0- 7.0,3,medical,3,female,2,3,manager,1,single,9860.0- 19999.0,2,no,10.999- 12.0,3,4,0,ten_twenty,6,3,ten_twenty,10-Jun,5-Mar,10-Jun
millennial,no,travel_frequently,sales,7.0- 14.0,2,technical degree,2,female,3,3,sales executive,4,married,5743.4- 9860.0,0,no,13.0- 15.0,3,3,1,five_ten,6,3,five_ten,10-Jun,0-2,10-Jun
millennial,no,travel_rarely,research & development,2.0- 7.0,2,life sciences,1,female,3,1,laboratory technician,4,divorced,2695.8- 4228.8,5,no,19.0- 25.0,4,1,1,five_ten,2,3,first_job,0-2,0-2,0-2
gen_x,no,travel_frequently,sales,14.0- 29.0,2,life sciences,3,male,3,4,manager,4,married,9860.0- 19999.0,1,yes,10.999- 12.0,3,4,2,twenty_forty,3,4,twenty_forty,11+,5-Mar,11+
millennial,no,travel_frequently,research & development,14.0- 29.0,3,life sciences,1,male,1,1,research scientist,3,divorced,1008.999- 2695.8,1,no,19.0- 25.0,4,3,3,five_ten,2,2,five_ten,10-Jun,0-2,10-Jun
millennial,no,non-travel,sales,14.0- 29.0,2,marketing,3,male,3,2,sales executive,2,married,5743.4- 9860.0,0,no,12.0- 13.0,3,1,1,five_ten,2,4,five_ten,10-Jun,0-2,10-Jun
gen_x,yes,travel_rarely,research & development,7.0- 14.0,4,life sciences,2,female,3,1,research scientist,2,married,4228.8- 5743.4,9,yes,15.0- 19.0,3,1,3,five_ten,2,3,early_career,5-Mar,5-Mar,5-Mar
gen_x,no,travel_rarely,research & development,2.0- 7.0,3,life sciences,1,male,3,5,research director,3,single,9860.0- 19999.0,7,no,12.0- 13.0,3,3,0,twenty_forty,5,3,ten_twenty,11+,11+,11+
